Benchmark,Over-approx.,,Complete,,
,Result,Time,Result,Time
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.92_start_1.8_1.0_epsilon_0.01.vnnlib],True,3.906247474000338,True,3.1634952200001862
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.92_start_1.8_1.8_epsilon_0.01.vnnlib],True,3.438525225000376,True,3.2020674960003817
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.93_start_0.1_0.15_epsilon_0.01.vnnlib],True,3.385844976000044,True,8.917686806000347
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.93_start_0.1_1.8_epsilon_0.01.vnnlib],True,3.4514478219998637,True,3.1960886880006
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.93_start_1.8_1.0_epsilon_0.01.vnnlib],True,3.713901846000226,True,3.2747970690006696
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.94_start_0.1_1.0_epsilon_0.01.vnnlib],True,3.1302265800004534,True,3.439335418000155
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.94_start_1.8_1.0_epsilon_0.01.vnnlib],True,3.409265346999746,True,3.064397261000522
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.94_start_1.8_1.8_epsilon_0.01.vnnlib],True,3.355953419999423,True,3.3950613030001477
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.95_start_0.1_0.15_epsilon_0.01.vnnlib],True,3.528787103000468,True,3.304013367999687
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.95_start_0.1_1.0_epsilon_0.01.vnnlib],True,3.9750128639998366,True,3.0639718760003234
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.95_start_0.1_1.8_epsilon_0.01.vnnlib],True,3.12471441300022,True,3.3565031479993195
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.95_start_1.8_1.0_epsilon_0.01.vnnlib],False,3.543715809999412,False,3.6810596699997404
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.96_start_0.1_0.15_epsilon_0.01.vnnlib],True,3.0870808179997766,True,3.3639246920001824
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.96_start_0.1_1.0_epsilon_0.01.vnnlib],True,3.076379674999771,True,3.1987710530002005
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.96_start_0.1_1.8_epsilon_0.01.vnnlib],True,2.9204191400003765,True,3.8190101529999083
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.96_start_1.8_0.15_epsilon_0.01.vnnlib],True,3.2848921300001166,True,3.5024348830002054
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.96_start_1.8_1.0_epsilon_0.01.vnnlib],True,2.75217665999935,True,3.4364516850000655
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.96_start_1.8_1.8_epsilon_0.01.vnnlib],True,2.805302252999354,True,3.3299744010000722
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.97_start_1.8_1.0_epsilon_0.01.vnnlib],True,3.115574825999829,True,3.1826855909994265
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.98_start_0.1_0.15_epsilon_0.01.vnnlib],True,3.252962836999359,True,3.369460144999721
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.98_start_0.1_1.0_epsilon_0.01.vnnlib],True,2.9830371220004963,True,3.119117833999553
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.98_start_0.1_1.8_epsilon_0.01.vnnlib],True,3.6954106150005828,True,3.691753831999449
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.98_start_1.8_0.15_epsilon_0.01.vnnlib],True,3.598672699000417,True,8.811746942000354
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.98_start_1.8_1.0_epsilon_0.01.vnnlib],False,2.7438508340001135,False,3.229377075999764
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.98_start_1.8_1.8_epsilon_0.01.vnnlib],True,3.346548829999847,True,3.707254819000809
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.99_start_0.1_1.0_epsilon_0.01.vnnlib],True,2.5347432509997816,True,3.981738184999813
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.99_start_1.8_1.0_epsilon_0.01.vnnlib],True,2.9445839790005266,True,3.6765040089994727
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_1.00_start_0.1_0.15_epsilon_0.01.vnnlib],True,3.375294484000733,True,9.436229738000293
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_1.00_start_0.1_1.0_epsilon_0.01.vnnlib],True,3.062008189000153,True,3.310512058999848
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_1.00_start_0.1_1.8_epsilon_0.01.vnnlib],True,3.1658745290005754,True,3.349781511999936
